| STT | Tiếng Trung | Pinyin | Nghĩa Tiếng Việt |
| 2807 | 嚐 | cháng | Thưởng: nếm, thử |
| 2808 | 長處 | chángchù | Sở trường, điểm mạnh |
| 2809 | 場地 | chăngdì | sân bãi |
| 2810 | 長方形 | chángfāngxíng | hình chữ nhật |
| 2811 | 場合 | chănghé | trường hợp |
| 2812 | 長久 | chángjiŭ | lâu dài |
| 2813 | 長期 | chángqí | trường kỳ |
| 2814 | 嚐試 | chángshì | thử, thử nghiệm |
| 2815 | 常識 | chángshì | thường thức |
| 2816 | 場所 | chăngsuǒ | Nơi, nơi chốn |
| 2817 | 長途 | chángtú | đường dài |
| 2818 | 產量 | chănliàng | Sản lượng |
| 2819 | 朝 | cháo | Triều, triều đại |
| 2820 | 抄 | chāo | sao chép; chép |
| 2821 | 超出 | chāochū | Vượt qua, vượt khỏi |
| 2822 | 超過 | chāoguò | vượt lên trước; vượt quá; vượt qua |
| 2823 | 吵鬧 | chăonào | Tranh cãi ồn ào |
| 2824 | 鈔票 | chāopiào | tiền giấy, giấy bạc |
| 2825 | 超人 | chāorén | hơn người; vượt trội |
| 2826 | 抄寫 | chāoxiě | sao chép, copy |
| 2827 | 超越 | chāoyuè | vượt qua; hơn hẳn; vượt quá; |
| 2828 | 超重 | chāozhòng | quá tải; |
| 2829 | 插圖 | chātú | tranh minh hoạ; hình vẽ minh hoạ |
| 2830 | 茶葉 | cháyè | lá chè |
| 2831 | 扯 | chě | kéo; lôi; căng |
| 2832 | 車禍 | chēhuò | tai nạn xe cộ |
| 2833 | 沉 | chén | chìm; rơi xuống (trong nước); lặn |
| 2834 | 趁 | chèn | nhân (lúc); thừa (dịp); lợi dụng khi |
| 2835 | 撐 | chēng | chống, chống đỡ |
| 2836 | 稱 | chēng | Gọi, gọi là, têm gọi |
| 2837 | 成就 | chéngjiù | thành tự |
| 2838 | 誠懇 | chéngkěn | thành khẩn |
| 2839 | 承認 | chéngrèn | thừa nhận, chấp nhận |
| 2840 | 成熟 | chéngshóu | thành thục; trưởng thành |
| 2841 | 成天 | chéngtiān | suốt ngày; cả ngày |
| 2842 | 程序 | chéngxù | trình tự; chương trình; thủ tục; thứ tự |
| 2843 | 誠意 | chéngyì | thành ý |
| 2844 | 成語 | chéngyŭ | thành ngữ |
| 2845 | 成長 | chéngzhăng | lớn; trưởng thành; nảy sinh |
| 2846 | 車票 | chēpiào | Vé xe, vé tàu |
| 2847 | 翅膀 | chìbăng | cánh (côn trùng, chim) |
| 2848 | 尺寸 | chǐcùn | nhỏ; bé; nhỏ bé |
| 2849 | 吃喝玩樂 | chīhēwánle | sống phóng túng |
| 2850 | 遲早 | chízăo | sớm muộn |
| 2851 | 崇高 | chónggāo | cao thượng; cao quý; cao cả; cao nhã |
| 2852 | 充實 | chōngshí | phong phú; đầy đủ; dư dật; dạt dào |
| 2853 | 愁 | chóu | ưu sầu; lo âu; lo; băn khoăn; khắc khoải。 |
| 2854 | 醜 | chǒu | xửu ; xấu xí |
| 2855 | 抽屜 | chōutì | ngăn kéo; tủ khoá; két |
| 2856 | 除 | chú | Trừ: trừ bỏ; loại ra; trừ; khử; rút ra |
| 2857 | 幢 | chuáng | cột đá, cờ xí thời xưa |
| 2858 | 闖 | chuăng | xông, xông xáo |
| 2859 | 床單 | chuángdān | ga giường; khăn trải giường |
| 2860 | 創作 | Chuàngzuò | Sáng tác; tác phẩm; soạn |
| 2861 | 傳說 | chuánshuō | Truyền thuyết |
| 2862 | 傳送 | chuánsòng | chuyên chở, vận chuyển |
| 2863 | 初步 | chūbù | bước đầu; sơ bộ; ban đầu; lúc đầu; sơ khởi; mở đầu |
| 2864 | 處處 | chùchù | nơi chốn |
| 2865 | 處罰 | chŭfá | xử phạt |
| 2866 | 除非 | chúfēi | trừ phi; trừ khi; nếu không |
| 2867 | 出境 | chūjìng | xuất cảnh; ra nước ngoài; xuất ngoại |
| 2868 | 出門 | chūmén | Xuất môn: đi ra, ra ngoài |
| 2869 | 純 | chún | thuần, khiết |
| 2870 | 春假 | chūnjià | nghỉ xuân; nghỉ tết |
| 2871 | 出色 | chūsè | xuất sắc; đẹp đẽ; tế nhị; tinh vi; ngon |
| 2872 | 出身 | chūshēn | xuất thân; hiện thân |
| 2873 | 出生 | chūshēng | sinh ra; sinh |
| 2874 | 除夕 | chúxì | trừ tịch; giao thừa |
| 2875 | 儲蓄 | chúxù | để dành, dàn dụm |
| 2876 | 出租 | chūzū | cho thuê; cho mướn |
| 2877 | 刺 | cì | đâm, chọc, kích |
| 2878 | 此 | cǐ | Thử: này; cái này; việc này; đến đây; bây giờ |
| 2879 | 磁帶 | cídài | băng từ; băng nhạc |
| 2880 | 詞典 | cídiăn | Từ điển |
| 2881 | 從不 | cóngbù | không bao giờ |
| 2882 | 從此 | cóngcǐ | từ đó, từ đây |
| 2883 | 從沒 | cóngméi | không bao giờ |
| 2884 | 從事 | cóngshì | dấn thân, tham gia |
| 2885 | 從小 | cóngxiăo | từ nhỏ |
| 2886 | 湊 | còu | tấu; tụ tập |
| 2887 | 粗 | cū | thô; to; ráp nhám; xù xì |
| 2888 | 催 | cuī | thúc; giục; thúc giục; hối thúc |
| 2889 | 促進 | cùjìn | xúc tiến |
| 2890 | 存 | cún | Tồn: tồn tại; ở; sinh tồn; còn; sống: dự trữ |
| 2891 | 寸 | cùn | Họ thốn; tấc (đv đo) |
| 2892 | 存款 | cúnkuăn | Gửi ngân hàng; tiết kiệm |
| 2893 | 搓 | cuō | xoa; xoắn; vặn |
| 2894 | 錯過 | cuòguò | lỡ; mất (dịp, cơ hội); đánh trượt; |
| 2895 | 錯字 | cuòzì | chữ sai; lỗi in |
| 2896 | 粗心 | cūxīn | sơ ý; không cẩn thận; liều lĩnh |
| 2897 | 大半 | dàbàn | hơn nửa; quá nửa; đại bộ phận |
| 2898 | 打扮 | dăbàn | trang điểm; trang trí; trang hoàng |
| 2899 | 打包 | dăbāo | đóng gói; gói |
| 2900 | 大大 | dàdà | rất; quá; cực kỳ; sâu sắc |
| 2901 | 大膽 | dàdăn | dũng cảm; có dũng khí |
| 2902 | 達到 | dádào | đạt được; đạt đến; đạt tới; đi đến |
| 2903 | 大地 | dàdì | mặt đất; khắp nơi; đất nước; đất đai; thế giới |
| 2904 | 大都 | dàdōu | Đại đô: phần lớn; đại bộ phận; đa số |
| 2905 | 打斷 | dăduàn | cắt ngang; ngắt lời |
| 2906 | 大多數 | dàduōshù | Đại đa số |
| 2907 | 大方 | dàfāng | chuyên gia; học giả; rộng rãi; phóng khoáng |
| 2908 | 大哥 | dàgē | Đại ca |
| 2909 | 大哥大 | dàgēdà | điện thoại di động; điện thoại cầm tay; mô-bai phôn |
| 2910 | 打工 | dăgōng | làm thuê |
| 2911 | 大會 | dàhuì | đại hội |
| 2912 | 帶動 | dàidòng | kéo; lôi kéo |
| 2913 | 大夫 | dàifū | Đại phu |
| 2914 | 代溝 | dàigōu | sự khác nhau; sự khác biêtk |
| 2915 | 待會 | dàihuǐ | Sau đó |
| 2916 | 代價 | dàijià | tiền mua, giá tiền |
| 2917 | 帶來 | dàilái | mang đến |
| 2918 | 代理 | dàilǐ | hay mặt; đại diện; đại lý |
| 2919 | 帶路 | dàilù | dẫn dường, đưa đường |
| 2920 | 代替 | dàitì | thay thế |
| 2921 | 待遇 | dàiyù | đối đãi; đối xử |
| 2922 | 打架 | dăjià | đánh nhau; đánh lộn |
| 2923 | 大街 | dàjiē | phố lớn; phố phường; đường phố |
| 2924 | 大量 | dàliàng | Đại lượng; độ lượng; nhiều; lớn |
| 2925 | 大門 | dàmén | cổng lớn, cửa chính |
| 2926 | 單 | dān | Đơn: một, độc, chỉ; tờ khai |
| 2927 | 大腦 | dànăo | đại não |
| 2928 | 蛋白質 | dànbáizhí | protein |
| 2929 | 擔保 | dānbăo | bảo đảm, đảm bảo |
| 2930 | 單純 | dānchún | đơn thuần |
| 2931 | 單調 | dāndiào | đơn điệu |
| 2932 | 擋 | dăng | ngăn; chặn; cản; ngăn cản; ngăn chặn |
| 2933 | 當場 | dāngchăng | hiện trường, tại chỗ |
| 2934 | 當初 | dāngchū | Lúc đầu; hồi đó; khi đó |
| 2935 | 當地 | dāngdì | Bản địa, bản xứ, nơi đó |
| 2936 | 當面 | dāngmiàn | Đương diện; trước mặt; phía trước; ở trước mặt |
| 2937 | 當年 | dāngnián | Đương niên: năm đó; lúc đấy |
| 2938 | 當天 | dāngtiān | ngày hôm ấy; ngay hôm đó; trong ngày |
| 2939 | 當選 | dàngxuăn | trúng cử |
| 2940 | 當中 | dāngzhōng | ở giữa; chính giữa; trong; trong đó; trong khi |
| 2941 | 當作 | dāngzuò | cho rằng; làm; coi như; coi là; xem như |
| 2942 | 當做 | dāngzuò | cho rằng; làm; coi như; coi là; xem như |
| 2943 | 膽量 | dănliàng | Dũng khí, lòng dũng cảm |
| 2944 | 单位 | dānwèi | Đơn vị |
| 2945 | 耽誤 | dānwù | làm lỡ; để lỡ; trễ; muộn; làm chậm trễ; mất。 |
| 2946 | 單子 | dānzi | Tờ khai; tờ đơn |
| 2947 | 島 | dăo | đảo, hòn đảo |
| 2948 | 到達 | dàodá | Đến; tới (địa điểm) |
| 2949 | 道德 | dàodé | Đạo đức |
| 2950 | 道教 | dàojiào | đạo giáo |
| 2951 | 道路 | dàolù | đường; con đường; đường phố; đường sá |
| 2952 | 道歉 | dàoqiàn | xin thứ lỗi; xin nhận lỗi; chịu lỗi |
| 2953 | 倒是 | dăoshì | trái lại; ngược lại |
| 2954 | 大清早 | dàqīngzăo | vào buổi sáng sớm |
| 2955 | 打擾 | dărăo | làm phiền |
| 2956 | 大嫂 | dàsăo | chị dâu cả |
| 2957 | 打聽 | dătīng | nghe ngóng, thăm hỏi |
| 2958 | 大腿 | dàtuǐ | đùi; bắp đùi |
| 2959 | 大型 | dàxíng | cỡ lớn; kiểu to; lớn; khổng lồ |
| 2960 | 大意 | dàyì | đại ý |
| 2961 | 大有 | dàyǒu | được mùa; bội thu |
| 2962 | 大約 | dàyuē | đại khái; khoảng chừng |
| 2963 | 打招呼 | dăzhāohū | chào hỏi; chào |
| 2964 | 打針 | dăzhēn | chích; tiêm |
| 2965 | 大致 | dàzhì | đại thể; tổng thể; cơ bản |
| 2966 | 打字 | dăzì | đánh chữ; đánh máy chữ |
| 2967 | 大自然 | dàzìrán | thiên nhiên; giới tự nhiên |
| 2968 | 得分 | défēn | được điểm; đạt điểm |
| 2969 | 得獎 | déjiăng | đạt giải thưởng |
| 2970 | 得了 | déle | Được, được rồi, thôi đi |
| 2971 | 登 | dēng | Đăng: trèo; leo; lên; bước lên |
| 2972 | 等不及 | děngbùjí | không thể chờ đợi |
| 2973 | 等待 | děngdài | đợi; chờ; chờ đợi |
| 2974 | 等到 | děngdào | đến lúc; đến khi |
| 2975 | 等等 | děngděng | vân... vân |
| 2976 | 燈光 | dēngguāng | Ánh đèn, ánh sáng đèn |
| 2977 | 等級 | děngjí | đẳng cấp |
| 2978 | 登記 | dēngjì | đăng ký; vào sổ; ghi tên; khai |
| 2979 | 登山 | dēngshān | lên núi; du sơn |
| 2980 | 等於 | děngyú | Bằng; là |
| 2981 | 凳子 | dèngzi | ghế; băng ghế |
| 2982 | 得意 | déyì | đắc ý |
| 2983 | 得罪 | dézuì | đắc tội |
| 2984 | 遞 | dì | đệ; truyền đạt; chuyển giao |
| 2985 | 抵 | dǐ | Để: đến; đến nơi; tới; chống; chống đỡ |
| 2986 | 滴 | dī | nhỏ; giọt; nhỏ giọt; rơi |
| 2987 | 墊 | diàn | Điếm: kê, lót; đệm, lót |
| 2988 | 電報 | diànbào | Điện báo |
| 2989 | 電池 | diànchí | bình điện; pin |
| 2990 | 電動 | diàndòng | điện động |
| 2991 | 典禮 | diănlǐ | lễ lớn. Lễ |
| 2992 | 點燃 | diănrán | châm, đốt; nhóm |
| 2993 | 電扇 | diànshàn | quạt điện |
| 2994 | 電視台 | diànshìtái | Đài truyền hình |
| 2995 | 電台 | diàntái | Điện đài |
| 2996 | 點頭 | diăntóu | gật đầu |
| 2997 | 電線 | diànxiàn | Dây điện, dây dẫn điện |
| 2998 | 店員 | diànyuán | nhân viên cửa hàng; nhân viên phục vụ |
| 2999 | 電子 | diànzǐ | Điện tử |
| 3000 | 吊 | diào | treo; buộc |
| 3001 | 釣 | diào | câu, lưỡi câu |
| 3002 | 雕刻 | diāokè | điêu khắc |
| 3003 | 地板 | dìbăn | địa bàn, sàn nhà; nền nhà。 |
| 3004 | 抵達 | dǐdá | đến; đến nơi; tới; đạt được |
| 3005 | 地帶 | dìdài | miền; vùng; khu; khu vực |
| 3006 | 地點 | dìdiăn | địa điểm |
| 3007 | 跌 | dié | ngã; té |
| 3008 | 跌倒 | diédăo | ngã; té nhào |
| 3009 | 抵抗 | dǐkàng | chống lại; đề kháng; chống cự |
| 3010 | 地理 | dìlǐ | Địa lý |
| 3011 | 地面 | dìmiàn | mặt đất; khoảng đất |
| 3012 | 盯 | dīng | Đinh: nhìn chăm chú; dán mắt |
| 3013 | 丁 | dīng | Đinh; họ đinh; cái đinh; con trai, |
| 3014 | 訂婚 | dìnghūn | định hôn |
| 3015 | 定期 | dìngqí | Định kỳ |
| 3016 | 訂位 | dìngwèi | định vị |
| 3017 | 的確 | díquè | đích xác, đích thực |
| 3018 | 敵人 | dírén | Địch nhân: quân địch; bên địch; kẻ địch; quân giặc |
| 3019 | 丟臉 | diūliăn | mất mặt, xấu mặt |
| 3020 | 丟人 | diūrén | mất mặt, xấu mặt |
| 3021 | 地形 | dìxíng | địa hình; địa thế |
| 3022 | 地震 | dìzhèn | địa chấn; động đất; |
| 3023 | 洞 | dòng | Động: cái động; hang ốc |
| 3024 | 凍 | dòng | Đông; đóng băng; đông lại; lạnh |
| 3025 | 棟 | dòng | Đống: xà ngang; tòa, căn (nhà) |
| 3026 | 東北 | dōngběi | Đông bắc |
| 3027 | 動不動 | dòngbúdòng | Động một tý, hơi một tý |
| 3028 | 動詞 | dòngcí | Động từ |
| 3029 | 懂得 | dǒngde | hiểu; biết (ý nghĩa, cách làm) |
| 3030 | 東方 | dōngfāng | Phương đông |
| 3031 | 冬季 | dōngjì | Đông kỳ; mùa đông |
| 3032 | 東南 | dōngnán | Đông nam |
| 3033 | 動人 | dòngrén | Cảm động; rung động lòng người |
| 3034 | 動身 | dòngshēn | động thân; khởi hành, lên đường |
| 3035 | 懂事 | dǒngshì | Hiểu chuyện |
| 3036 | 動手 | dòngshǒu | động thủ |
| 3037 | 逗 | dòu | ĐẬU: đùa; giỡn; pha trò; gây cười; chọc cười |
| 3038 | 豆腐 | dòufŭ | đậu phụ; đậu hủ; tào phở |
| 3039 | 豆漿 | dòujiāng | Sửa đậu nành |
| 3040 | 鬥爭 | dòuzhēng | đấu tranh |
| 3041 | 毒 | dú | Độc; thuốc độc |
| 3042 | 賭 | dŭ | Đánh bạc; cá độ; đánh cuộc |
| 3043 | 斷 | duàn | Đoạn: đứt; cắt đứt; đoạn tuyệt |
| 3044 | 端 | duān | Đoan: bưng; mang; đem; họ đoan |
| 3045 | 鍛鍊 | duànliàn | Luyện tập thể dục; tôi luyện |
| 3046 | 對岸 | duìàn | Đối ngạn: bờ bên kia; bờ đối diện |
| 3047 | 對付 | duìdài | đối đãi |
| 3048 | 對話 | duìhuà | đối thoại; |
| 3049 | 對抗 | duìkàng | đối khánh |
| 3050 | 對立 | duìlì | đối lập |
| 3051 | 對於 | duìyú | Đối với, về… |
| 3052 | 隊員 | duìyuán | đội viên |
| 3053 | 獨立 | dúlì | độc lập |
| 3054 | 噸 | dùn | Tấn (1000kg) |
| 3055 | 蹲 | dūn | ngồi xổm; ngồi chồm hổm |
| 3056 | 奪 | duó | Đoạt: cướp đoạt; |
| 3057 | 躲 | duǒ | Đóa: trốn; trốn tránh; ẩn náu; ẩn núp; trú; tránh |
| 3058 | 多半 | duōbàn | hơn phân nửa; phần lớn; quá nửa; phần nhiều |
| 3059 | 多多少少 | duōduōshăoshăo | hoặc nhiều hoặc ít; nhiều hoặc ít |
| 3060 | 多謝 | duōxiè | Đa tạ; cảm ơn nhiều |
| 3061 | 毒品 | dúpǐn | thuốc phiện; ma tuý; chất gây nghiện |
| 3062 | 都市 | dūshì | Đô thị |
| 3063 | 獨特 | dútè | Đặc biệt |
| 3064 | 讀者 | dúzhě | Độc giả, người đọc |
| 3065 | 惡劣 | èliè | ác liệt |
| 3066 | 而 | ér | Mà, và, đến (liên từ) |
| 3067 | 而已 | éryǐ | mà thôi; thế thôi |
| 3068 | 罰 | fá | Phạt, xử phạt |
| 3069 | 發 | fā | Phát: giao, gửi |
| 3070 | 發財 | fācái | phát tài |
| 3071 | 發出 | fāchū | Phát sinh |
| 3072 | 發達 | fādá | phát đạt |
| 3073 | 發動 | fādòng | phát động |
| 3074 | 發抖 | fādǒu | Phát run; rn rẩy |
| 3075 | 發覺 | fājué | Phát giác |
| 3076 | 法律 | fălǜ | Pháp luật |
| 3077 | 煩 | fán | Phiền: phiền muộn; chán, nhàm |
| 3078 | 犯 | fàn | Phạm: trái phép, tội phạm |
| 3079 | 反 | făn | Phản: ngược, trái, phản lại |
| 3080 | 番 | fān | loại; dạng； hồi; lần; phen (lượng từ)；ngoại tộc |
| 3081 | 翻 | fān | Phan: lật, đổ, trở mình; dịch, phiên dịch |
| 3082 | 反對 | fănduì | phản đối |
| 3083 | 反而 | fănér | trái lại; ngược lại |
| 3084 | 犯法 | fànfă | Phạm pháp |
| 3085 | 防 | fáng | Phòng: phòng bị; phòng; ngừa; đề phòng |
| 3086 | 方 | fāng | Phương: họ phương; phương, hướng |
| 3087 | 放大 | fàngdà | Phóng đại |
| 3088 | 房客 | fángkè | phòng khách |
| 3089 | 放手 | fàngshǒu | phòng thủ |
| 3090 | 飯館 | fànguăn | tiệm cơm |
| 3091 | 房屋 | fángwū | nhà; cái nhà; toà nhà |
| 3092 | 放學 | fàngxué | Tan học, tan trường |
| 3093 | 返回 | fănhuí | phản hồi |
| 3094 | 反抗 | fănkàng | phản khánh |
| 3095 | 反面 | fănmiàn | phản diện |
| 3096 | 煩惱 | fánnăo | phiền não |
| 3097 | 犯人 | fànrén | phạm nhân |
| 3098 | 反問 | fănwèn | Hỏi lại, hỏi vặn lại |
| 3099 | 翻譯 | fānyì | phiên dịch |
| 3100 | 反映 | fănyìng | phản ứng |
| 3101 | 反正 | fănzhèng | Dù, cho dù, đào ngũ, quay về chính giữa |
| 3102 | 繁殖 | fánzhí | sinh sôi nẩy nở; sinh sôi; sinh sản; sinh đẻ |
| 3103 | 發脾氣 | fāpíqì | Phát cáu, nổi giận |
| 3104 | 發起 | fāqǐ | khởi xướng, phát động |
| 3105 | 發射 | fāshè | Bắn, phát ra, phóng |
| 3106 | 發行 | fāxíng | Phát hành |
| 3107 | 發言 | fāyán | Phát biểu, tham luận |
| 3108 | 發揚 | fāyáng | Phát huy, nêu cao |
| 3109 | 法院 | făyuàn | pháp viện; toà án |
| 3110 | 法子 | fázi | phương pháp; cách; cách thức |
| 3111 | 肥 | féi | Phì: béo; ú; phì; mập |
| 3112 | 肺 | fèi | phổi; phế |
| 3113 | 費 | fèi | Phí: chi phí, tốn, hao |
| 3114 | 非 | fēi | Phi: sai; trái; không đúng; sai lầm |
| 3115 | 非法 | fēifă | Phi pháp |
| 3116 | 廢話 | fèihuà | Nói nhảm; nói vớ vẩn |
| 3117 | 廢水 | fèishuǐ | nước thải |
| 3118 | 廢物 | fèiwù | phế vật |
| 3119 | 肥皂 | féizào | xà phòng; xà bông |
| 3120 | 粉筆 | fěnbǐ | Cục phấn |
| 3121 | 分別 | fēnbié | phân biệt |
| 3122 | 分布/佈 | fēnbù | phân bố |
| 3123 | 吩咐 | Fēnfù | Phân phó, dặn đo |
| 3124 | 縫 | féng | Phùng: may, khâu |
| 3125 | 逢 | féng | Phùng, họ phùng: gặp; gặp mặt; gặp nhau |
| 3126 | 瘋 | fēng | Điện, dại |
| 3127 | 封建 | fēngjiàn | phong kiến |
| 3128 | 瘋狂 | fēngkuáng | Điên khùng, điên rồ |
| 3129 | 分工 | fēngōng | phân công |
| 3130 | 風氣 | fēngqì | Bầu không khí, nếp sống |
| 3131 | 風趣 | fēngqù | dí dỏm, thú vị |
| 3132 | 風俗 | fēngsú | phong tục |
| 3133 | 風險 | fēngxiăn | phiêu liêu, nguy hiểm, mạo hiểm |
| 3134 | 瘋子 | fēngzi | thằng điên |
| 3135 | 分開 | fēnkāi | phân khai, tách ra |
| 3136 | 分明 | fēnmíng | phân minh, rõ ràng |
| 3137 | 分配 | fēnpèi | phân phối; phân |
| 3138 | 分散 | fēnsàn | phân tán; phân chia; không tập trung |
| 3139 | 分手 | fēnshǒu | biệt ly; chia tay |
| 3140 | 分數 | fēnshù | Phân số |
| 3141 | 分析 | fēnxī | phân tích |
| 3142 | 佛教 | fójiào | đạo phật |
| 3143 | 否定 | fǒudìng | phủ định; phản diện; phủ định; mặt trái |
| 3144 | 否認 | fǒurèn | phủ nhận |
| 3145 | 浮 | fú | nổi; nở; phù; bơi; bơi lội |
| 3146 | 扶 | fú | đỡ; vịn; dìu |
| 3147 | 富 | fù | Phú: giàu; giàu có; sung túc |
| 3148 | 赴 | fù | đi; đi đến; đi dự |
| 3149 | 副 | fù | Phó: phó; thứ; phụ |
| 3150 | 腐敗 | fŭbài | hủ bại; mục nát; thối rữa; hỏng; mục; ôi; thiu |
| 3151 | 符號 | fúhào | ký hiệu; dấu hiệu; dấu |
| 3152 | 附加 | fùjiā | phụ gia |
| 3153 | 福利 | fúlì | phúc lợi |
| 3154 | 父母 | fùmŭ | phụ mẫu; bố mẹ |
| 3155 | 夫人 | fūrén | phu nhân |
| 3156 | 服裝 | fúzhuāng | phục trang |
| 3157 | 改革 | găigé | gải cách |
| 3158 | 改進 | găijìn | cải tiến |
| 3159 | 改天 | găitiān | gải thiên; đổi ngày |
| 3160 | 改造 | găizào | cải tạo |
| 3161 | 改正 | găizhèng | cải chính; sửa chữa; đính chính; sửa |
| 3162 | 蓋子 | gàizi | cái nắp; nắp; vung; chóp; đỉnh |
| 3163 | 趕 | găn | cản: vội, gấp; đuổi, theo đuổi |
| 3164 | 肝 | gān | gan; lá gan |
| 3165 | 乾杯 | gānbēi | Cạn ly, cạn chén |
| 3166 | 幹部 | gànbù | cán bộ |
| 3167 | 乾脆 | gāncuì | Thẳng thắn, thành thật |
